Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-382.22958	4.766617	-374.419	-390.5697	-376.13583	12.049003	-342.9003	-388.62515	100.0	100.0	1499	-5.827356	1.9572798	0.35755724	-10.46848	-5.8560514	1.8930417	-0.03597124	-10.393766	-1.3427333	0.23464832	0.8180189	-6.159286	5.2476234	0.6390206	4.028818368911743
2	-378.5213	4.31213	-367.31784	-384.74057	-382.14566	6.060439	-371.02936	-389.82245	100.0	100.0	2999	-19.66916	6.3063807	-7.918676	-33.98082	-19.669468	6.305977	-7.941026	-34.07802	-1.3470192	0.23514071	-0.31430006	-5.441414	19.074034	0.13697626	12.662566423416138
3	-379.9727	4.469047	-370.21057	-387.4841	-378.21503	8.045192	-364.62292	-388.98096	100.0	100.0	4499	-41.663765	6.401	-28.23157	-55.97637	-41.6636	6.4012785	-28.109652	-55.781487	-1.340044	0.26113144	-0.08948016	-6.1949453	41.09983	0.23233984	20.66259479522705
4	-378.5096	7.2623	-360.9892	-391.43015	-384.99106	4.20031	-378.55774	-393.10355	100.0	100.0	5999	-63.47216	6.3305416	-49.946514	-80.44141	-63.472107	6.3301086	-49.984806	-80.19875	-1.3407913	0.26369557	0.19251776	-7.318786	62.933548	0.31206962	28.13742709159851
5	-378.86234	4.055663	-369.11472	-384.18927	-380.55865	7.313166	-369.77652	-390.84018	100.0	100.0	7499	-84.70508	6.182341	-71.30334	-102.189445	-84.70509	6.182668	-71.07925	-102.26718	-1.3404156	0.26600924	0.562474	-6.48308	84.18493	0.38328505	35.55408573150635
6	-379.15686	3.9869542	-370.98383	-387.73288	-377.64032	7.300222	-367.19263	-388.06287	100.0	100.0	8999	-105.39289	6.0484004	-91.49964	-122.89231	-105.39286	6.047882	-91.77095	-122.89741	-1.3392779	0.2677902	0.57602525	-6.309187	104.88928	0.4582575	43.29722619056702
7	-378.7748	4.3928046	-370.53055	-387.35165	-377.028	12.629898	-351.9229	-392.9937	100.0	100.0	10499	-125.38335	5.8646436	-112.03729	-142.67897	-125.383415	5.8654246	-111.67559	-143.94289	-1.3367666	0.27462164	0.42922282	-5.528507	124.89433	0.5217966	51.20515060424805
8	-382.26172	3.3047304	-376.4948	-387.147	-376.59418	9.807837	-359.96585	-396.9158	100.0	100.0	11999	-144.68207	5.691063	-131.40897	-161.84804	-144.68208	5.6924133	-130.84215	-161.26207	-1.3355529	0.2882643	0.59535456	-6.8078504	144.19484	0.5420594	59.33047866821289
9	-379.02408	6.346887	-368.34723	-392.2396	-380.04526	9.535004	-363.71744	-392.1882	100.0	100.0	13499	-163.37236	5.538336	-150.45958	-179.65344	-163.37212	5.539974	-150.51704	-179.8051	-1.336103	0.28297883	0.59373236	-5.2002516	162.89656	0.5806808	67.45910215377808
10	-378.08554	3.643985	-372.29596	-385.1092	-376.44394	8.747838	-365.5893	-390.44266	100.0	100.0	14999	-181.37633	5.3403482	-168.57265	-197.40045	-181.37633	5.342182	-168.40762	-197.45053	-1.3365765	0.28436938	0.6011677	-5.7327404	180.91017	0.61237425	75.49714303016663
11	-380.2127	4.4198947	-370.90213	-386.76605	-380.6032	7.374616	-367.0378	-389.50677	100.0	100.0	16499	-198.76617	5.180747	-186.67705	-214.63757	-198.76619	5.1820035	-186.4073	-214.71341	-1.3375823	0.27692214	0.6421752	-7.758651	198.30838	0.6659893	84.14355635643005
12	-380.2568	5.334237	-371.47266	-388.2972	-384.2558	6.6810975	-367.46707	-389.28003	100.0	100.0	17999	-215.59407	5.0441055	-203.4355	-231.18697	-215.594	5.045333	-203.42186	-230.92653	-1.3388268	0.2816514	0.6766112	-6.3510275	215.13492	0.67775136	92.75543880462646
13	-377.254	5.195833	-366.1897	-387.3318	-373.0743	9.438523	-354.00168	-385.33585	100.0	100.0	19499	-231.83989	4.8758197	-219.8324	-247.14305	-231.84007	4.876307	-219.85262	-247.55428	-1.339461	0.27786967	0.47550988	-7.4835644	231.39	0.7169437	100.7716691493988
14	-380.36026	4.1791987	-371.03772	-385.65668	-381.02295	7.7031326	-368.42377	-393.48438	100.0	100.0	20999	-247.54187	4.74395	-236.0756	-262.2059	-247.54158	4.744626	-235.68077	-263.45346	-1.3410907	0.2756311	0.7176912	-7.2472906	247.10202	0.74288154	109.34051442146301
15	-380.349	7.458121	-360.82175	-394.2765	-381.05695	8.203375	-368.3866	-396.29453	100.0	100.0	22499	-262.69073	4.5947003	-251.08157	-278.5015	-262.691	4.5955853	-251.47914	-276.8274	-1.339465	0.28011373	0.6705742	-5.790185	262.25378	0.7641635	117.44170594215393
16	-376.70746	4.669422	-371.11804	-390.19498	-376.72958	9.013409	-354.0494	-386.3005	100.0	100.0	23999	-277.28735	4.4505453	-266.1416	-292.73074	-277.28717	4.4511375	-265.85297	-291.87457	-1.3397335	0.27696538	0.80083084	-7.328185	276.85333	0.7768862	125.97480607032776
17	-380.81082	4.8550534	-373.27042	-390.02097	-382.11826	7.7189727	-363.93445	-391.2989	100.0	100.0	25499	-291.36526	4.311246	-280.5763	-306.38593	-291.36508	4.3131366	-280.19205	-304.94662	-1.3396475	0.2777097	0.60548115	-5.7080607	290.93262	0.8032095	134.38365960121155
18	-380.99957	5.7852445	-370.03882	-389.21478	-376.1767	10.742726	-359.08932	-390.49963	100.0	100.0	26999	-304.92792	4.1937847	-294.33102	-320.33572	-304.92795	4.193339	-293.52408	-319.52884	-1.3380946	0.28196386	0.58963776	-6.1138115	304.49963	0.8152214	142.34947776794434
19	-379.3051	5.220823	-365.24762	-386.63446	-370.80502	10.917213	-350.77774	-386.65985	100.0	100.0	28499	-318.0329	4.073404	-307.30106	-332.49133	-318.03284	4.0716887	-306.88562	-333.8127	-1.3385221	0.2812978	0.5839329	-5.06057	317.60358	0.8194695	150.82241034507751
20	-380.841	5.8333993	-370.19104	-389.5955	-378.8532	5.439308	-372.16315	-386.67288	100.0	100.0	29999	-330.70377	3.9594982	-320.45853	-346.5409	-330.70392	3.9580865	-320.19	-344.61285	-1.3384488	0.28659034	0.56233096	-6.184164	330.2845	0.8665585	159.1410903930664
21	-379.2634	4.469681	-369.7935	-386.89764	-381.0434	6.827197	-367.25977	-389.65448	100.0	100.0	31499	-342.90436	3.8321753	-332.79956	-357.8066	-342.90417	3.8293085	-332.6054	-357.24985	-1.3375674	0.29247835	0.6994343	-7.694868	342.48083	0.86666	167.26670360565186
22	-377.88232	6.9569697	-363.40616	-390.28574	-379.60107	8.241225	-357.77292	-390.06967	100.0	100.0	32999	-354.59647	3.7065353	-344.8825	-368.6499	-354.59647	3.7079358	-344.40756	-369.32034	-1.3374271	0.28784212	0.5361011	-5.905201	354.17075	0.85569555	175.33788394927979
23	-376.36618	3.838714	-368.4773	-382.69376	-372.09583	12.173903	-344.7837	-388.45126	100.0	100.0	34499	-365.8648	3.5986204	-355.7333	-380.5576	-365.8646	3.596671	-356.2111	-379.649	-1.3368058	0.28650233	0.65036964	-5.8667746	365.44308	0.88447917	183.20185613632202
24	-373.49265	7.447522	-355.74445	-384.06247	-376.5151	13.996746	-344.92947	-389.9367	100.0	100.0	35999	-376.6869	3.4887135	-366.96753	-391.84863	-376.68716	3.4832609	-367.48734	-390.06335	-1.336552	0.29316825	0.5959432	-6.539406	376.27118	0.8801849	191.06353521347046
25	-378.46658	6.561776	-359.2897	-386.1528	-376.45926	6.188497	-365.02975	-383.21405	100.0	100.0	37499	-387.1077	3.4071472	-377.14902	-401.33942	-387.10767	3.406962	-377.53354	-400.6179	-1.3357663	0.29455766	0.7824042	-5.024599	386.6983	0.9138353	198.94039869308472
26	-379.621	3.9745116	-370.71945	-386.56213	-372.6794	10.815178	-352.8401	-386.28574	100.0	100.0	38999	-397.12637	3.3178096	-387.77194	-412.12192	-397.12622	3.3163931	-387.76083	-411.6119	-1.3330033	0.3051209	0.886776	-5.762243	396.69983	0.9071983	206.75564241409302
27	-378.89923	6.2770834	-366.91028	-388.6579	-374.82007	11.535512	-359.0053	-390.7135	100.0	100.0	40499	-406.75623	3.2433598	-397.9153	-421.0876	-406.75613	3.2442653	-397.7401	-421.04742	-1.331822	0.3053657	0.5336704	-5.8742895	406.34668	0.92147434	214.68718600273132
28	-377.13727	6.321202	-368.65906	-390.92026	-373.69348	9.14019	-348.38852	-380.49158	100.0	100.0	41999	-416.05252	3.1667325	-407.18793	-429.0172	-416.05252	3.166432	-407.1974	-428.89685	-1.331982	0.3043438	0.7166939	-6.153718	415.63776	0.9511804	222.58601880073547
29	-376.01334	6.5330286	-354.31467	-383.12582	-367.09503	15.31224	-336.66034	-387.1631	100.0	100.0	43499	-425.00974	3.1189291	-416.26782	-438.7883	-425.00974	3.112141	-415.54745	-438.00644	-1.3298012	0.30522817	0.44666505	-5.0100327	424.59155	0.94933593	230.72533655166626
30	-377.64764	5.517021	-368.12744	-390.1667	-378.37042	9.972975	-360.93326	-394.18234	100.0	100.0	44999	-433.60916	3.0530567	-425.1032	-446.6438	-433.6092	3.0518255	-425.0716	-446.94357	-1.3291382	0.31606606	0.9064245	-7.0330467	433.1924	0.9521573	238.83827257156372
31	-378.0923	3.8501077	-369.97504	-383.5652	-376.0638	13.291871	-349.93417	-396.38705	100.0	100.0	46499	-441.8749	2.9992876	-433.32922	-454.92084	-441.87503	3.001286	-432.74084	-455.05624	-1.3270634	0.32108054	0.8561251	-6.487143	441.454	0.95766586	246.50164818763733
32	-379.15115	4.4614377	-370.62292	-388.44125	-377.94565	7.0886765	-363.1678	-393.88086	100.0	100.0	47999	-449.8118	2.9678776	-440.9398	-463.59177	-449.8116	2.9647343	-441.16107	-463.4432	-1.3271679	0.32323447	0.880013	-7.096583	449.38803	0.97917426	254.05807042121887
33	-376.722	5.862308	-368.35358	-388.02066	-373.58453	10.749147	-354.39136	-392.43472	100.0	100.0	49499	-457.4464	2.9105911	-449.0429	-471.42715	-457.44644	2.9067528	-448.86478	-471.60797	-1.3246349	0.32783014	0.8491297	-9.0019655	457.025	0.96989423	261.6120071411133
34	-379.68527	4.100124	-373.00082	-388.20352	-378.12335	6.1868334	-367.2334	-388.69205	100.0	100.0	50999	-464.78687	2.861371	-456.0989	-477.5083	-464.78693	2.8570516	-456.73462	-478.07718	-1.322918	0.33397773	1.3408227	-5.7710857	464.352	0.957066	269.24471402168274
