Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-190.10477	2.166585	-182.69331	-192.24565	-191.21321	2.4095166	-185.62584	-194.17274	100.0	100.0	1499	-2.5659099	0.8150689	0.35386717	-4.710167	-2.5805182	0.77798337	-0.0051696748	-4.791685	-1.3587931	0.19786465	0.97794104	-5.9654284	1.9386731	0.09619368	4.269169807434082
2	-190.83961	1.9523981	-187.88594	-195.00195	-191.22995	2.0425546	-188.13512	-195.30766	100.0	100.0	2999	-8.129153	2.50936	-3.3633385	-15.546412	-8.129126	2.5093455	-3.4005804	-15.666499	-1.3644397	0.18331914	-0.4519348	-4.777726	7.483883	0.0366993	12.227355003356934
3	-190.579	1.3126175	-188.29022	-193.21492	-191.15482	2.621032	-186.37473	-194.7806	100.0	100.0	4499	-16.786478	2.5304372	-11.411683	-24.807283	-16.786446	2.5304134	-11.371798	-24.97435	-1.3630215	0.19025823	-0.4512148	-5.893936	16.158262	0.05597923	19.724069356918335
4	-190.18227	3.3425307	-181.45212	-195.39885	-188.92899	4.4171433	-182.00436	-197.80675	100.0	100.0	5999	-25.348064	2.5224588	-19.65441	-32.97844	-25.348057	2.5227277	-19.468212	-33.261036	-1.3615158	0.19321957	-0.3741336	-6.763715	24.72989	0.07026968	28.02968955039978
5	-191.01328	1.8170141	-187.11388	-194.27824	-189.98907	3.0204835	-184.71133	-194.44673	100.0	100.0	7499	-33.762226	2.473314	-27.908756	-41.886127	-33.762104	2.4733114	-27.915052	-41.45072	-1.3604947	0.1951731	-0.21204662	-6.180221	33.156834	0.09290831	35.43913722038269
6	-190.03036	1.5971392	-185.63951	-191.89915	-190.6835	2.3597295	-185.913	-193.22032	100.0	100.0	8999	-41.970627	2.4238367	-35.9176	-49.70312	-41.970764	2.4236262	-35.92956	-49.70195	-1.3604846	0.20243348	-0.06679773	-5.7205076	41.375977	0.110763155	42.571690797805786
7	-190.31807	2.288167	-187.79755	-194.7688	-192.65956	2.3952746	-190.31535	-197.31204	100.0	100.0	10499	-49.940067	2.3765993	-43.892803	-57.347286	-49.939995	2.3768961	-43.92924	-57.479717	-1.3581693	0.20323993	-0.12792206	-4.9432726	49.349968	0.12813818	49.717714071273804
8	-191.08022	2.004722	-186.08086	-195.26587	-191.7788	5.1818333	-181.95413	-197.82439	100.0	100.0	11999	-57.642105	2.3020425	-51.505997	-64.75134	-57.642025	2.3022444	-51.76584	-64.77028	-1.3586626	0.20674926	-0.14083719	-7.304626	57.05613	0.13250804	56.9848530292511
9	-189.85886	2.9550858	-184.14398	-195.24878	-192.3536	2.9471793	-186.01106	-197.11263	100.0	100.0	13499	-65.06173	2.2416947	-59.270218	-72.18433	-65.061775	2.2419345	-59.33185	-72.13683	-1.3592741	0.20218809	-0.25901604	-4.8125935	64.48101	0.13742891	64.46547079086304
10	-189.51517	3.21484	-178.92873	-192.95866	-187.7135	3.774734	-181.98654	-193.00952	100.0	100.0	14999	-72.238106	2.1700468	-66.618065	-78.99144	-72.23819	2.1699681	-66.63584	-78.903786	-1.3593847	0.20669866	0.23849583	-5.470595	71.66029	0.14545642	71.91273283958435
