Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-492.9878	7.371659	-472.80017	-504.35428	-475.1189	11.086291	-449.8255	-491.23364	100.0	100.0	1499	-7.774475	3.05368	0.34209752	-15.152494	-7.863416	2.8996444	-0.006513506	-15.138632	-0.103465185	0.93152165	2.1538434	-10.51606	7.7543764	3.1998575	3.8373734951019287
2	-491.9511	7.141273	-476.67798	-504.4738	-476.86774	15.977441	-449.08777	-493.0602	100.0	100.0	2999	-25.135094	7.2712827	-10.189561	-40.694637	-25.135849	7.2699637	-9.932045	-40.748615	-0.3260942	0.87659264	2.496543	-9.257951	25.066422	0.20436397	11.236361026763916
3	-493.19678	5.099066	-483.81854	-503.72803	-483.6066	9.639091	-469.39114	-499.75256	100.0	100.0	4499	-47.07937	5.5959005	-32.591854	-59.61007	-47.079388	5.5958714	-32.735447	-59.66075	-0.53610826	0.8868993	2.5001645	-10.869795	47.06037	0.2719664	18.65492343902588
4	-490.27652	6.936136	-474.8339	-501.27594	-471.80005	12.883704	-439.2952	-486.76965	100.0	100.0	5999	-62.972054	4.0100837	-50.473648	-75.24119	-62.971966	4.0105233	-50.340374	-75.55308	-0.5994424	0.9244099	4.3516474	-8.754808	62.978306	0.33687532	26.04895806312561
5	-495.86533	4.5905614	-485.44412	-503.57925	-483.5183	8.327313	-463.6735	-491.33466	100.0	100.0	7499	-73.99648	2.9206865	-63.440376	-82.75257	-73.99633	2.9228075	-63.2548	-83.240944	-0.6236423	0.9318153	4.398873	-8.455893	74.01094	0.3595051	33.44958162307739
6	-492.79047	3.4860706	-486.05954	-499.20572	-481.92285	7.579729	-468.80124	-495.4469	100.0	100.0	8999	-81.76768	2.2520978	-72.59145	-90.89755	-81.767395	2.252798	-72.60251	-90.566895	-0.6434676	0.9370535	4.5198383	-9.358236	81.78712	0.37179968	40.86709761619568
7	-490.33218	5.6142035	-478.59662	-500.45993	-482.71207	12.594848	-455.08423	-497.46307	100.0	100.0	10499	-87.08746	1.7782296	-79.24656	-94.008125	-87.08752	1.7769727	-79.43112	-94.380806	-0.7005254	0.906619	4.8766503	-8.683236	87.11081	0.36404198	48.357436180114746
8	-486.882	7.551014	-466.19266	-495.98816	-485.3212	8.039589	-463.3322	-493.09097	100.0	100.0	11999	-90.67544	1.4789782	-83.74765	-96.677765	-90.67547	1.4778179	-83.94723	-96.784096	-0.77589095	0.87125933	4.8869543	-8.817051	90.703445	0.32779378	56.052337646484375
9	-486.7155	9.061843	-462.4836	-502.79523	-482.84833	10.292158	-463.82993	-495.5412	100.0	100.0	13499	-93.16097	1.2774279	-87.2521	-99.092865	-93.16085	1.2765106	-87.384254	-99.05134	-0.8439455	0.8355925	4.4806366	-9.211446	93.194534	0.31938493	63.639496088027954
10	-487.14545	7.1886234	-473.79474	-498.98035	-477.34424	4.247334	-472.0893	-484.87204	100.0	100.0	14999	-94.85859	1.1888145	-89.3518	-100.83884	-94.85854	1.1884379	-89.615486	-100.913574	-0.8373183	0.85692614	4.7722673	-8.421043	94.89225	0.32535365	71.28407835960388
11	-481.30447	9.700765	-460.55832	-496.04608	-479.53033	7.2123113	-465.2308	-490.55972	100.0	100.0	16499	-95.99226	1.1236852	-91.08661	-102.07438	-95.9923	1.126861	-91.154526	-102.29076	-0.847542	0.8451868	3.5864406	-8.906365	96.0244	0.3210595	78.89902114868164
12	-478.23904	13.676688	-442.08423	-496.05246	-473.40253	10.759969	-454.05164	-486.87997	100.0	100.0	17999	-96.69555	1.1116738	-92.03987	-102.8549	-96.69554	1.1148812	-92.05782	-103.23061	-0.8411641	0.8691439	4.204295	-8.169411	96.726654	0.3305615	86.5383563041687
13	-478.44073	12.898748	-446.75546	-494.9738	-453.8452	31.589657	-396.7265	-485.0364	100.0	100.0	19499	-97.09245	1.130062	-92.91591	-104.123375	-97.09245	1.1337669	-92.92171	-103.56547	-0.7814043	0.9273043	5.4572077	-9.361779	97.12006	0.3393046	94.13241744041443
14	-466.26822	14.117787	-440.309	-491.8212	-453.89777	23.799368	-406.1917	-473.6765	100.0	100.0	20999	-97.2526	1.168634	-93.07399	-104.091995	-97.25262	1.1740897	-93.17795	-103.72216	-0.7222743	0.97562516	5.3308296	-11.58457	97.2754	0.35176623	101.72289395332336
15	-466.23782	8.407823	-448.96765	-481.14963	-450.73944	18.20582	-420.18314	-483.47272	100.0	100.0	22499	-97.28113	1.236882	-93.3741	-104.55192	-97.28099	1.2434869	-93.265076	-104.46542	-0.7001278	1.0034735	5.6574273	-8.511726	97.303795	0.37452617	109.32264304161072
16	-458.6028	17.711731	-407.5227	-481.6	-415.365	21.830517	-372.6856	-450.97934	100.0	100.0	23999	-97.173	1.3419698	-92.737144	-104.63482	-97.17305	1.3460647	-92.81866	-104.31816	-0.5965247	1.073302	5.653797	-9.340877	97.18696	0.39115608	116.82728147506714
17	-458.1373	14.631422	-435.78427	-487.22098	-398.99005	47.350784	-310.36346	-466.4322	100.0	100.0	25499	-96.9086	1.4969522	-92.327644	-104.892845	-96.9088	1.4975107	-92.484535	-105.30931	-0.5100672	1.1339067	5.603892	-8.996944	96.91464	0.41723177	124.37733316421509
18	-449.4496	19.266703	-418.14975	-495.5947	-430.65976	28.523888	-381.30615	-468.83765	100.0	100.0	26999	-96.59953	1.6906701	-91.440994	-105.63501	-96.59948	1.6899332	-91.437614	-105.424225	-0.4035771	1.1905905	6.4836087	-8.800761	96.59808	0.45640534	131.96492981910706
19	-440.73758	18.088892	-390.52905	-459.20813	-404.5978	35.857697	-355.16205	-465.39075	100.0	100.0	28499	-96.17958	1.9181138	-90.61757	-105.93349	-96.17961	1.9175231	-90.54882	-106.08605	-0.26191285	1.2672974	6.9035726	-10.348554	96.16492	0.4997579	139.56037425994873
20	-454.37204	14.43993	-419.50742	-482.1882	-372.39343	52.794563	-287.78146	-435.0593	100.0	100.0	29999	-95.69445	2.149964	-89.99261	-106.88252	-95.69438	2.1502202	-89.77832	-106.36764	-0.16831718	1.303465	7.0945597	-10.069999	95.67396	0.5486107	147.17429995536804
21	-436.3839	18.002104	-406.58682	-469.07547	-382.17426	54.891464	-294.49448	-462.37244	100.0	100.0	31499	-95.247345	2.3223476	-89.17897	-107.60072	-95.24749	2.3219829	-89.04326	-106.82322	-0.0986309	1.3366513	7.4267564	-10.470148	95.22445	0.59668064	154.75662541389465
22	-438.8727	28.531149	-353.87845	-480.29837	-376.18564	42.114285	-299.90512	-436.7719	100.0	100.0	32999	-94.769684	2.4768395	-88.34958	-107.74664	-94.76989	2.4744787	-88.20372	-106.845505	0.04025484	1.3921269	7.959147	-9.674404	94.732414	0.6418851	162.35262417793274
23	-442.62204	19.114824	-406.35593	-489.2451	-359.98224	47.66568	-270.33862	-424.25378	100.0	100.0	34499	-94.259605	2.630423	-87.665535	-108.31197	-94.2597	2.629712	-87.518326	-107.69835	0.11805685	1.4098022	7.121277	-10.960673	94.21427	0.68254995	169.94443321228027
24	-437.69998	24.381985	-362.41754	-468.56262	-365.80212	21.961296	-332.90488	-404.68723	100.0	100.0	35999	-93.78372	2.764643	-86.94183	-108.20949	-93.78361	2.7642174	-86.596146	-108.081894	0.18636128	1.4359176	7.6167493	-10.354201	93.7328	0.69550925	177.50675630569458
25	-432.03375	29.8397	-374.21902	-475.05548	-381.82892	29.735254	-305.73944	-410.94016	100.0	100.0	37499	-93.30341	2.9059477	-85.98285	-108.47744	-93.30356	2.9052327	-85.736435	-109.05641	0.24429566	1.4563297	7.546173	-9.191007	93.2439	0.7520628	185.10119104385376
26	-421.98074	37.840637	-333.795	-462.01785	-372.16223	46.588867	-266.66565	-421.6071	100.0	100.0	38999	-92.84442	3.0427876	-84.82066	-108.55285	-92.84468	3.0426192	-84.56444	-107.98805	0.28481752	1.4572601	7.0004435	-9.658344	92.78239	0.79546094	192.744069814682
27	-412.01056	42.972744	-312.44775	-470.91742	-395.7078	40.046814	-331.0199	-483.43143	100.0	100.0	40499	-92.37623	3.2176182	-84.01392	-108.903305	-92.37629	3.2177863	-83.56381	-109.29128	0.32572907	1.477734	6.7511654	-9.37805	92.307274	0.83148146	200.36464476585388
28	-426.84818	37.95029	-333.15475	-466.78036	-384.76288	37.46096	-315.6712	-437.89133	100.0	100.0	41999	-91.88356	3.405013	-82.92036	-109.23823	-91.88348	3.4074466	-82.417885	-109.265305	0.38576746	1.4923228	7.5723777	-10.395283	91.810936	0.88668764	207.96695709228516
29	-427.98907	28.818022	-360.6156	-460.9596	-376.23544	30.87926	-320.70007	-414.5359	100.0	100.0	43499	-91.45759	3.5759642	-82.02975	-109.61204	-91.45773	3.579918	-81.65492	-110.01207	0.4185795	1.4905288	8.25213	-9.469961	91.38293	0.9456525	215.5615029335022
30	-432.06012	30.732439	-370.68573	-477.16043	-367.76328	39.35786	-319.98325	-441.28986	100.0	100.0	44999	-91.038635	3.6932027	-81.32128	-110.198616	-91.03867	3.6946723	-80.86477	-110.215004	0.44358364	1.500979	7.9614615	-14.592346	90.96746	0.9675985	223.19002437591553
31	-427.46725	29.397972	-382.16092	-496.65567	-375.05267	16.246136	-343.72678	-401.09897	100.0	100.0	46499	-90.676216	3.8031456	-80.480545	-109.71584	-90.67632	3.8055587	-80.23901	-111.00493	0.45589754	1.4923664	7.49293	-10.322715	90.605316	0.97994345	230.78836870193481
32	-423.24277	26.089289	-347.13956	-460.94324	-383.34128	34.814415	-325.03806	-422.14752	100.0	100.0	47999	-90.40475	3.8842025	-79.91608	-110.72994	-90.40486	3.8855677	-79.84254	-111.08751	0.45277548	1.4919806	7.914687	-11.839108	90.34471	1.0135192	238.3983120918274
33	-421.56882	41.49486	-338.02768	-484.91797	-373.81125	41.30502	-275.29816	-424.6069	100.0	100.0	49499	-90.16095	4.0250106	-79.55288	-110.18176	-90.16106	4.026254	-79.07564	-110.61694	0.46208182	1.4829891	7.8132267	-12.616806	90.10188	1.0562907	246.02140069007874
34	-418.71725	23.87678	-373.2988	-458.47714	-382.37457	32.420944	-324.20587	-451.15573	100.0	100.0	50999	-89.95424	4.1059318	-79.30691	-110.72195	-89.95461	4.106364	-78.84187	-109.93042	0.4971411	1.4961511	7.977082	-10.144273	89.89242	1.0814404	253.65963292121887
35	-422.27197	28.532574	-366.61096	-466.36755	-380.93243	39.69136	-307.6441	-466.186	100.0	100.0	52499	-89.73644	4.1487975	-79.03	-111.0394	-89.736336	4.148972	-78.529526	-110.517166	0.486082	1.4790438	7.813775	-8.92182	89.68051	1.0756902	261.3013994693756
36	-406.98343	25.946297	-354.76587	-464.9484	-384.4635	36.500687	-318.36252	-432.99588	100.0	100.0	53999	-89.479904	4.2184877	-78.75799	-111.08773	-89.48035	4.2189903	-78.29103	-110.01898	0.49114525	1.4756397	7.801382	-10.559439	89.42846	1.088914	268.8901243209839
37	-405.5065	34.56593	-325.107	-462.27048	-385.04144	25.38744	-339.73956	-424.99152	100.0	100.0	55499	-89.234116	4.3569183	-77.979996	-110.47209	-89.23426	4.3581805	-77.78478	-110.444435	0.51201284	1.4722314	7.616284	-10.999975	89.182816	1.1253514	276.50980257987976
38	-413.59238	29.302172	-336.15363	-463.9165	-338.45364	34.411903	-298.99557	-391.08994	100.0	100.0	56999	-88.95841	4.4152284	-77.80774	-111.05422	-88.9587	4.4162326	-77.49806	-110.462944	0.5429193	1.4747702	7.8842034	-10.82374	88.900055	1.1439974	284.1394555568695
39	-412.19473	33.66279	-355.66742	-466.4432	-358.03867	45.744583	-306.53812	-448.00708	100.0	100.0	58499	-88.737434	4.4841228	-77.520874	-111.42344	-88.737656	4.486267	-77.19258	-111.28766	0.5347446	1.472514	8.68287	-9.484629	88.68346	1.142079	291.8637626171112
40	-419.4473	23.932056	-368.58844	-454.9261	-324.62115	46.178486	-265.83267	-401.88837	100.0	100.0	59999	-88.53342	4.540924	-77.31935	-111.41806	-88.53342	4.5434074	-76.82937	-111.424286	0.5400211	1.4722108	8.957731	-9.577567	88.48076	1.1626239	299.45062804222107
