Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-191.07341	1.5940375	-188.27866	-193.8819	-191.36874	2.6596446	-186.03052	-194.24977	100.0	100.0	1499	-2.582755	0.81455696	0.33258408	-4.4814105	-2.5968926	0.77863044	-0.02034603	-4.485016	-1.358513	0.19570452	0.3858304	-5.856468	1.9545801	0.09538875	3.8822946548461914
2	-191.35344	1.7184994	-188.97704	-194.7352	-190.40764	3.5317523	-185.98079	-198.20325	100.0	100.0	2999	-8.239522	2.5832531	-3.3507159	-13.540378	-8.239615	2.583205	-3.410205	-13.601679	-1.3646706	0.17963643	-0.5472455	-5.4895897	7.5984845	0.037157923	11.559769630432129
3	-190.49684	2.197314	-187.037	-194.38084	-190.4263	2.3007798	-185.10513	-193.1203	100.0	100.0	4499	-17.405903	2.7371585	-11.706858	-24.589058	-17.405884	2.7372935	-11.673098	-24.619724	-1.3625494	0.1906572	-0.5258727	-5.9388266	16.78103	0.055848353	19.423316478729248
4	-190.74168	1.6628462	-188.65723	-195.40518	-188.98045	3.6518037	-181.65466	-194.88095	100.0	100.0	5999	-26.809723	2.7828434	-20.850285	-34.20191	-26.809689	2.7829895	-20.86954	-34.123257	-1.3598863	0.1997459	-0.5260577	-6.6226	26.19865	0.079371564	26.89345645904541
5	-190.26273	2.299549	-184.49164	-193.40291	-190.76935	5.1308794	-181.24333	-197.99786	100.0	100.0	7499	-36.302082	2.8259487	-30.159197	-43.900543	-36.30201	2.8263493	-30.240168	-43.904865	-1.3596205	0.1988844	-0.32767344	-6.064725	35.702854	0.09336958	34.912067890167236
6	-190.63718	1.6608917	-186.67267	-193.68481	-191.21808	4.0633693	-183.40997	-195.58934	100.0	100.0	8999	-45.955334	2.8735845	-39.55051	-54.197548	-45.955345	2.874077	-39.559914	-54.808434	-1.3598017	0.20245947	-0.10221243	-5.8772326	45.364677	0.119513884	42.66048312187195
7	-190.39584	1.8147041	-186.98279	-192.90097	-191.03018	3.1890857	-185.56355	-196.75931	100.0	100.0	10499	-55.659657	2.893153	-48.733547	-63.911972	-55.65961	2.8930495	-48.968624	-64.00193	-1.3573031	0.2092661	0.07299709	-5.234064	55.074593	0.13387088	50.37152099609375
8	-189.94295	1.9171511	-185.65573	-192.3839	-190.5988	2.458134	-187.48529	-195.44742	100.0	100.0	11999	-65.37189	2.9037452	-58.406403	-73.4164	-65.3719	2.9032092	-58.51967	-73.6396	-1.357664	0.21458362	-0.07479715	-6.9321923	64.79338	0.1445729	58.28942799568176
9	-190.80927	1.820392	-188.3987	-195.1546	-190.57675	2.4212518	-187.82996	-194.34811	100.0	100.0	13499	-75.12019	2.9390845	-68.28485	-83.78919	-75.120186	2.939056	-68.27328	-83.87627	-1.3571119	0.2148454	0.09010768	-5.285676	74.55166	0.16387014	66.24450731277466
10	-191.12444	2.7943518	-184.81108	-196.84045	-190.8787	3.7530894	-182.03233	-195.27052	100.0	100.0	14999	-84.94043	2.9823346	-77.99003	-93.49575	-84.94044	2.9820764	-77.95291	-93.65796	-1.356819	0.21292542	0.009394169	-5.727599	84.3787	0.17734376	74.509929895401
11	-190.5696	2.2733364	-185.99702	-195.48425	-189.46924	2.8123853	-183.6164	-193.0601	100.0	100.0	16499	-94.80554	2.9941752	-87.584145	-103.43571	-94.80557	2.9942968	-87.78546	-103.589714	-1.3558522	0.21458575	0.28868008	-7.4094696	94.25004	0.19399182	82.65484428405762
12	-189.9484	1.925768	-185.67679	-193.49261	-188.24734	4.6799006	-177.31206	-195.13875	100.0	100.0	17999	-104.72785	3.020921	-97.30483	-113.30111	-104.727875	3.0213523	-97.305565	-113.184074	-1.3563645	0.21700172	0.20111012	-5.830653	104.1802	0.21458164	90.29699873924255
13	-190.49149	2.1310928	-186.68907	-194.62726	-190.13321	4.4613876	-185.11224	-197.32767	100.0	100.0	19499	-114.650024	3.0382338	-107.20436	-124.41131	-114.65012	3.038773	-107.10454	-123.54916	-1.3556571	0.21866514	0.28727436	-6.6014795	114.10815	0.23416016	98.74066209793091
