Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
1	-490.95383	5.4512777	-474.853	-496.59207	-483.68732	9.353902	-458.35614	-493.1767	100.0	100.0	1499	-6.0363164	1.9591469	0.04009284	-10.839193	-6.083942	1.8687174	-0.04698503	-10.751706	5.7986274	3.3750522	5.062372207641602
2	-488.0305	7.722221	-469.10452	-500.6362	-487.32935	5.764528	-480.6446	-496.84357	100.0	100.0	2999	-14.70717	3.8836112	-7.285815	-25.57671	-14.707617	3.882003	-7.255775	-25.485935	14.521209	0.16545276	14.292683124542236
3	-493.18945	6.6411314	-476.5488	-503.1706	-483.2198	9.117303	-464.16574	-492.3798	100.0	100.0	4499	-27.754559	3.7180703	-19.56484	-37.45778	-27.75469	3.717587	-19.065117	-37.582783	27.61239	0.17767346	23.390109062194824
4	-491.98434	6.5629683	-475.8736	-503.09637	-481.22867	11.592219	-457.65015	-497.2245	100.0	100.0	5999	-39.423103	3.2420547	-31.53134	-48.180565	-39.423103	3.242025	-31.629044	-48.54162	39.278893	0.214597	31.84537696838379
5	-488.30377	12.457907	-452.49863	-501.53662	-478.9476	8.451561	-464.72693	-489.90128	100.0	100.0	7499	-49.36474	2.812201	-42.197865	-60.83084	-49.36462	2.8125215	-42.16228	-61.615273	49.2272	0.26889318	40.233168840408325
6	-493.0801	5.9647646	-475.57465	-501.34024	-480.5515	14.534077	-441.0483	-495.98685	100.0	100.0	8999	-57.675785	2.423165	-51.295105	-67.37175	-57.675694	2.4237242	-51.19179	-68.63313	57.545437	0.30382252	49.24451994895935
7	-488.76932	11.430924	-460.9217	-500.80283	-458.64813	27.682388	-389.82504	-492.3143	100.0	100.0	10499	-64.66502	2.0974245	-58.52923	-74.11761	-64.66496	2.0988746	-58.543716	-74.41887	64.524445	0.34105346	58.415863037109375
8	-466.48782	21.715445	-408.4241	-495.5493	-469.21924	16.586405	-438.9977	-489.47244	100.0	100.0	11999	-70.35004	1.8311851	-64.848015	-79.10809	-70.34996	1.8324746	-64.686295	-79.673706	70.21983	0.35283756	67.27270197868347
9	-454.30533	25.939133	-399.66714	-488.87296	-462.06705	19.59695	-432.8662	-494.45795	100.0	100.0	13499	-74.94363	1.7381511	-69.60731	-83.525375	-74.94356	1.7378958	-69.400246	-83.98403	74.81717	0.36666495	75.69418406486511
10	-457.44708	20.454107	-406.73526	-492.5987	-455.49365	25.187664	-411.71365	-493.73975	100.0	100.0	14999	-78.67525	1.779666	-73.05899	-86.96248	-78.67526	1.7792348	-72.91307	-87.44493	78.54272	0.41294548	84.21854305267334
11	-456.8627	29.611849	-402.23987	-488.6869	-455.8537	19.530054	-420.2321	-489.5408	100.0	100.0	16499	-81.6865	1.8722317	-75.60168	-90.064995	-81.68651	1.8738618	-75.45771	-90.6264	81.54469	0.45193547	92.64347290992737
12	-455.3858	32.3843	-391.10278	-489.79172	-429.87836	37.14611	-356.69034	-495.44977	100.0	100.0	17999	-84.08595	2.0849059	-77.68182	-93.79017	-84.085785	2.0891294	-77.49049	-94.19394	83.94087	0.49256104	101.1193311214447
