Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-135.4954	12.410628	-110.71038	-155.78813	-139.5773	19.939157	-92.044266	-163.39137	100.0	100.0	1499	-1.5184304	0.6138617	0.3397572	-3.8309712	-1.5269972	0.6065076	-0.05050692	-3.7955525	-1.3600725	0.19797353	0.49832535	-5.5530386	0.8964782	0.1295408	3.781996965408325
2	-133.72926	11.249577	-106.4126	-149.41373	-138.9642	19.86118	-102.6567	-164.01709	100.0	100.0	2999	-4.8872848	2.0256903	-0.42991078	-12.509801	-4.887296	2.0303893	-0.48191333	-12.645372	-1.349313	0.24631402	0.3073218	-4.921579	4.3008804	0.1915614	11.266069889068604
3	-133.55038	6.2290306	-122.7672	-145.0071	-124.00563	18.168633	-87.897575	-148.005	100.0	100.0	4499	-10.02388	2.4902523	-1.575827	-18.647505	-10.024133	2.495901	-1.7163305	-17.989132	-1.3265659	0.32016075	0.6146238	-6.1670732	9.493107	0.43685946	18.774040699005127
4	-130.7361	9.961883	-117.838524	-154.49956	-118.39286	19.584978	-91.9048	-156.23305	100.0	100.0	5999	-15.413067	2.7540128	-3.823736	-24.608994	-15.413281	2.7618291	-4.2192316	-24.655981	-1.2998589	0.38666067	0.81756806	-7.0961127	14.912224	0.6750446	26.334989309310913
5	-131.0077	9.470178	-110.28589	-144.60114	-129.92392	29.419918	-76.19226	-166.91393	100.0	100.0	7499	-20.78897	3.010657	-7.830574	-31.306149	-20.789307	3.0206587	-8.300406	-30.502178	-1.2764742	0.44084057	1.2094147	-6.0664425	20.302227	0.83083564	33.614399909973145
6	-132.87943	6.212757	-122.47123	-143.1528	-134.46753	16.927193	-106.77351	-162.83655	100.0	100.0	8999	-26.080772	3.1739566	-12.402689	-37.68962	-26.080526	3.1816945	-12.310802	-37.407238	-1.2574033	0.4820289	1.3556745	-7.0106215	25.599812	0.99259603	40.965232610702515
7	-131.85118	12.703761	-102.03907	-158.60843	-117.70103	16.802624	-87.15527	-135.78522	100.0	100.0	10499	-31.28613	3.3434088	-17.331556	-44.216312	-31.28568	3.3514888	-17.153532	-44.091393	-1.2526628	0.48494262	1.6699669	-5.957053	30.818459	1.0504051	48.2690155506134
8	-131.1924	14.747839	-107.66573	-150.73962	-119.587265	12.946375	-96.02699	-138.46312	100.0	100.0	11999	-36.16751	3.5549905	-22.86653	-49.692383	-36.167118	3.5606968	-22.350378	-49.59896	-1.2493482	0.49404013	1.3996	-6.40518	35.699097	1.0413344	55.902769804000854
9	-126.73614	18.09921	-104.04761	-157.21286	-121.7887	18.646986	-87.947876	-158.93196	100.0	100.0	13499	-40.797363	3.7377923	-26.991407	-54.497093	-40.79674	3.742839	-27.21972	-54.612846	-1.2425107	0.50669533	1.7431612	-5.997758	40.34195	1.0862786	63.45926260948181
10	-120.41921	12.807678	-103.54367	-137.93188	-115.23816	22.13827	-83.58957	-154.02496	100.0	100.0	14999	-45.17071	4.0184813	-28.777746	-60.81055	-45.170097	4.0259438	-29.00795	-60.618896	-1.2272357	0.533385	1.6479301	-6.3551016	44.726322	1.1699878	70.94876837730408
