Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-194.57585	2.6812077	-187.58524	-198.69775	-196.96039	1.9415776	-193.68881	-199.99998	100.0	100.0	1499	-2.6398	0.83264583	0.32444006	-4.7572327	-2.6551163	0.7926507	-0.031234518	-4.789834	-1.3578781	0.19916491	0.47703505	-5.56872	2.0124679	0.14270087	3.8493926525115967
2	-194.99037	2.0509825	-189.9922	-197.62965	-196.68155	2.6817687	-190.72	-199.99974	100.0	100.0	2999	-8.400279	2.6407564	-3.1688757	-14.667502	-8.400294	2.6407301	-3.2586799	-14.55477	-1.3640747	0.17755072	-0.5735457	-4.9724984	7.7709856	0.07692287	11.478966236114502
3	-194.9422	2.2677858	-191.37819	-198.53091	-194.68987	2.5871105	-190.05406	-199.01328	100.0	100.0	4499	-17.549864	2.6771564	-11.818226	-23.858982	-17.549818	2.6772046	-11.910503	-23.99243	-1.362733	0.18645716	-0.58059216	-6.075631	16.942915	0.1046957	18.93635129928589
4	-195.21642	1.4202416	-192.57243	-197.76172	-194.5643	6.0103645	-182.28984	-199.9468	100.0	100.0	5999	-26.66228	2.670995	-20.513332	-33.81129	-26.662132	2.6714158	-20.485565	-33.551544	-1.3608942	0.1965794	-0.5477607	-6.585938	26.07126	0.12693149	27.106765747070312
5	-195.34486	2.0278008	-191.19135	-198.67336	-196.1932	2.3921459	-190.85437	-200.0	100.0	100.0	7499	-35.5132	2.6413736	-29.422926	-42.578476	-35.513298	2.6416993	-29.300962	-42.468113	-1.3592967	0.20078166	-0.17588234	-5.9520445	34.929	0.14895356	35.078635692596436
6	-195.5471	1.3499947	-193.50026	-197.3506	-194.72977	3.2967207	-188.02399	-199.99498	100.0	100.0	8999	-44.146866	2.5879498	-37.845932	-51.398926	-44.146873	2.588669	-37.891	-51.17833	-1.3597931	0.20171322	-0.37118483	-6.1678286	43.572468	0.17209251	43.119895219802856
7	-194.72202	2.7324665	-189.955	-199.18683	-196.94318	1.3934193	-193.15492	-198.09038	100.0	100.0	10499	-52.504448	2.5550673	-46.08565	-60.129333	-52.5043	2.5558095	-46.16683	-60.42174	-1.3575923	0.20615017	-0.3072257	-4.903675	51.934593	0.19106662	50.864298582077026
8	-195.69904	2.1102219	-190.90356	-198.30043	-194.94626	5.7559314	-181.78682	-199.99953	100.0	100.0	11999	-60.589806	2.5073922	-54.343376	-68.419975	-60.58974	2.5080342	-54.267483	-68.54485	-1.3577533	0.21121393	-0.24669933	-6.363675	60.02461	0.19886413	59.09054398536682
9	-195.78189	2.525471	-190.83627	-199.40602	-195.19482	4.506785	-183.24077	-200.0	100.0	100.0	13499	-68.444374	2.4705062	-62.06604	-76.86062	-68.44436	2.470763	-62.2088	-76.392525	-1.3569314	0.21320322	-0.038392067	-4.9752903	67.88683	0.22264087	66.54090309143066
10	-194.44975	3.8357885	-184.645	-199.35071	-195.73703	4.1892357	-185.0991	-200.0	100.0	100.0	14999	-76.0173	2.4146855	-69.61524	-84.268005	-76.0172	2.4141953	-69.362755	-84.29131	-1.3563659	0.21793762	-0.17483902	-5.3646436	75.46056	0.23474886	74.049631357193
11	-195.15535	3.4410515	-186.58376	-198.99419	-196.90186	2.3880327	-192.1411	-200.0	100.0	100.0	16499	-83.33928	2.4020467	-77.052536	-91.97311	-83.33931	2.4018312	-76.93437	-91.7737	-1.35531	0.21810788	-0.07198095	-7.310317	82.78852	0.24028027	81.70180201530457
12	-194.88094	2.1089394	-190.52728	-198.86563	-193.63876	4.684285	-183.7095	-198.00906	100.0	100.0	17999	-90.40288	2.334929	-83.98035	-99.01771	-90.40293	2.333738	-83.78014	-99.03157	-1.3554152	0.22185637	0.043305397	-6.6933727	89.849915	0.25105682	89.11352062225342
13	-194.84439	2.0625887	-189.39606	-197.41895	-195.99777	3.3952127	-190.19962	-200.0	100.0	100.0	19499	-97.23353	2.327425	-90.79493	-105.836395	-97.2336	2.3259604	-91.14867	-106.204094	-1.3551341	0.22421914	0.3116665	-6.1383553	96.68548	0.2591623	97.16826820373535
