Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-493.28125	4.273766	-479.8044	-497.9833	-473.711	9.329494	-454.824	-485.3992	100.0	100.0	1999	-13.196677	5.1779895	0.015100926	-24.605242	-13.187966	5.1939745	0.09713185	-24.579397	-0.24599135	0.9034151	2.6243076	-9.751638	13.096307	0.7104147	6.706711769104004
2	-490.42572	6.246759	-473.06204	-498.45044	-482.268	13.682947	-458.9101	-496.8904	100.0	100.0	3999	-37.48787	8.438215	-20.076078	-53.718945	-37.487885	8.437962	-20.04197	-53.843388	-0.4964779	0.9604896	4.2141438	-8.89029	37.453712	0.15418176	17.77450442314148
3	-493.47607	5.6468086	-482.9196	-503.57922	-481.88623	14.563173	-439.76486	-494.171	100.0	100.0	5999	-60.793694	5.3794947	-47.65423	-74.131195	-60.793755	5.3785806	-47.61696	-74.050865	-0.54334354	0.94198656	4.1645823	-9.334187	60.78906	0.22089718	29.65628409385681
4	-490.0729	9.147668	-464.84866	-503.82938	-475.50372	12.197281	-456.96323	-489.44876	100.0	100.0	7999	-75.41447	3.4190507	-66.1302	-85.5272	-75.414406	3.419141	-66.146706	-85.63189	-0.59795314	0.91609406	4.229378	-9.18136	75.42238	0.2761086	40.79582953453064
5	-491.1253	6.87738	-477.036	-502.84485	-470.9059	13.073797	-448.46997	-495.77063	100.0	100.0	9999	-84.4065	2.2145832	-77.1952	-92.28563	-84.40648	2.2137337	-77.258865	-92.0289	-0.6092657	0.923312	4.227047	-10.680352	84.41897	0.30447575	52.69601392745972
6	-482.71527	9.387488	-458.66733	-495.77332	-472.8475	16.384731	-432.7787	-496.19336	100.0	100.0	11999	-89.81066	1.5241697	-83.88293	-96.76819	-89.81082	1.521276	-83.858696	-96.28471	-0.6334864	0.9316165	4.16488	-9.065465	89.82866	0.30851257	64.74188041687012
7	-485.1042	6.7590804	-467.2741	-497.57397	-481.51865	9.059267	-460.67276	-494.41052	100.0	100.0	13999	-93.01454	1.2105503	-87.78367	-99.484406	-93.01459	1.2091914	-87.90193	-98.90242	-0.634098	0.93222594	4.232315	-9.902943	93.038345	0.31749302	76.25606322288513
8	-480.8816	10.189202	-445.5457	-492.34283	-477.46405	13.807223	-447.34106	-489.84317	100.0	100.0	15999	-94.92334	1.1281817	-90.27521	-100.93988	-94.92331	1.1245421	-90.32081	-100.546364	-0.6192142	0.9456654	4.6377716	-8.664824	94.953	0.32973254	87.44111108779907
9	-482.4251	9.7109785	-463.57745	-498.9488	-461.58243	12.985034	-437.72955	-475.57147	100.0	100.0	17999	-96.0208	1.1455592	-90.96985	-101.861786	-96.02083	1.1435542	-91.38957	-102.16126	-0.5752202	0.9695677	4.698087	-10.979412	96.04964	0.34400135	99.40288186073303
10	-471.1541	12.276871	-451.20535	-498.17633	-450.33682	18.840101	-400.9351	-473.26892	100.0	100.0	19999	-96.59675	1.2102064	-91.688255	-102.29721	-96.59679	1.2082968	-91.5812	-102.34138	-0.5285817	0.99712604	4.5600057	-12.286916	96.622284	0.35815507	111.26841759681702
