-9.591361880302429199e-01,-1.283167123794555664e+00,1.952065587043762207e+00,1.962086418643593788e-03,-3.084124624729156494e-02,8.329233527183532715e-02,2.526821136474609375e+00,-1.167163997888565063e-01,1.770808398723602295e-01
-1.016643881797790527e+00,7.063434123992919922e-01,1.425444960594177246e+00,-3.330655992031097412e-01,-1.031890869140625000e+00,2.372696250677108765e-01,-1.087030023336410522e-01,1.582194715738296509e-01,-1.545314192771911621e-01
9.930863380432128906e-01,-1.215224623680114746e+00,-1.527986168861389160e+00,3.211686611175537109e-01,-7.510885596275329590e-01,-1.757699698209762573e-01,1.935029983520507812e+00,-6.819632053375244141e-01,-1.736457198858261108e-01
-3.780279457569122314e-01,-1.957076072692871094e+00,-1.933274269104003906e-01,-1.428405940532684326e-01,-7.882529497146606445e-02,1.948250532150268555e-01,3.020062685012817383e+00,3.724966943264007568e-01,3.683805465698242188e-02
-8.922319114208221436e-02,-7.633574604988098145e-01,-1.053714394569396973e+00,9.090504646301269531e-01,1.080226540565490723e+00,-1.217260479927062988e+00,-7.769054770469665527e-01,-1.700038671493530273e+00,-5.097076892852783203e-01
1.309630036354064941e+00,-2.690578103065490723e-01,-5.548283457756042480e-01,-6.232908368110656738e-01,1.919643878936767578e-01,-9.309976547956466675e-02,2.604765415191650391e+00,8.061116933822631836e-02,8.718522191047668457e-01
-1.189385503530502319e-01,-1.812507987022399902e+00,-4.013958275318145752e-01,8.117133975028991699e-01,4.058575928211212158e-01,5.482127666473388672e-01,1.660038232803344727e+00,-3.804551959037780762e-01,1.096927165985107422e+00
8.012316226959228516e-01,-1.696409702301025391e+00,7.994698286056518555e-01,9.060927629470825195e-01,1.137545183300971985e-01,-1.703337728977203369e-01,1.430146694183349609e+00,1.383210897445678711e+00,4.522526264190673828e-01
6.760869622230529785e-01,5.503540635108947754e-01,-3.465303480625152588e-01,6.210153102874755859e-01,-1.059294462203979492e+00,4.958912730216979980e-01,-8.566062450408935547e-01,6.375703960657119751e-03,-1.474959850311279297e+00
-8.076566457748413086e-01,1.149729490280151367e+00,-5.867873430252075195e-01,7.529270648956298828e-01,2.528671324253082275e-01,-5.608013272285461426e-01,7.239949703216552734e-01,-5.265567302703857422e-01,-2.679076194763183594e-01
-1.397049129009246826e-01,1.441401600837707520e+00,2.832177400588989258e+00,-1.465866565704345703e-01,-2.859836220741271973e-01,3.192565739154815674e-01,3.857738971710205078e-01,4.073708653450012207e-01,3.645421937108039856e-02
-1.168497443199157715e+00,7.932098507881164551e-01,1.980635523796081543e-01,1.144532799720764160e+00,-7.557597160339355469e-01,2.686420083045959473e-01,7.568123340606689453e-01,2.013551950454711914e+00,-1.944107711315155029e-01
-4.345513880252838135e-02,3.433828055858612061e-02,4.754510223865509033e-01,1.733798146247863770e+00,1.054098131135106087e-03,6.302112936973571777e-01,-3.293231874704360962e-02,-4.484390258789062500e+00,-1.298749446868896484e-01
3.959253132343292236e-01,-1.418312549591064453e+00,2.203444004058837891e+00,3.492094874382019043e-01,-2.457076311111450195e-01,2.168580144643783569e-01,1.340176820755004883e+00,1.470948457717895508e+00,-7.292991280555725098e-01
-8.350958116352558136e-03,5.732642486691474915e-02,-4.711228370666503906e+00,-7.342033088207244873e-02,8.339131474494934082e-01,-1.682267636060714722e-01,9.262432157993316650e-02,1.437413334846496582e+00,-2.711539566516876221e-01
5.633593797683715820e-01,1.149422645568847656e+00,-5.317115783691406250e-01,6.668444722890853882e-02,-1.420079618692398071e-01,2.595835328102111816e-01,-1.163182973861694336e+00,1.573023796081542969e+00,-1.132196426391601562e+00
-5.205974578857421875e-01,-7.639414072036743164e-01,2.354391813278198242e+00,6.124850511550903320e-01,6.595947742462158203e-01,-3.822607994079589844e-01,1.211805582046508789e+00,-9.384636282920837402e-01,-1.138314604759216309e+00
-6.032520160079002380e-02,5.398236587643623352e-02,-1.517185121774673462e-01,1.093543410301208496e+00,-8.052554726600646973e-01,7.330338954925537109e-01,-4.633074626326560974e-03,-3.936138868331909180e+00,1.344840787351131439e-02
5.106944441795349121e-01,6.430991888046264648e-01,-1.534769177436828613e+00,6.038776636123657227e-01,-3.446363508701324463e-01,-2.307337373495101929e-01,-1.569566011428833008e+00,1.431072354316711426e+00,1.586018562316894531e+00
-8.104359507560729980e-01,1.469345092773437500e+00,-1.388835191726684570e+00,1.829128153622150421e-02,-1.186354875564575195e+00,8.803576231002807617e-02,-1.130695343017578125e+00,-7.348944544792175293e-01,1.257120221853256226e-01
-2.563265562057495117e-01,9.596944600343704224e-02,-2.203532457351684570e+00,1.337550401687622070e+00,-2.758320868015289307e-01,-6.095210313796997070e-01,-5.435577630996704102e-01,3.823905587196350098e-01,8.548713922500610352e-01
1.047510385513305664e+00,-6.161581277847290039e-01,1.421938180923461914e+00,-5.534096956253051758e-01,4.529944658279418945e-01,-2.186242789030075073e-01,-3.216481208801269531e+00,9.018658846616744995e-02,8.141483366489410400e-02
1.391472369432449341e-01,3.413385152816772461e-02,-9.818689227104187012e-01,-7.640667557716369629e-01,1.186448693275451660e+00,1.998450040817260742e+00,-1.386908441781997681e-01,1.366657614707946777e+00,3.985292464494705200e-02
-4.320875406265258789e-01,1.234637796878814697e-01,-1.004123449325561523e+00,1.294736027717590332e+00,-1.713719606399536133e+00,2.659016847610473633e-01,-8.456991985440254211e-03,9.730716794729232788e-02,-1.015768885612487793e+00
9.326727986335754395e-01,-3.430896997451782227e-01,-7.477950304746627808e-02,-8.915583491325378418e-01,-6.010674238204956055e-01,6.636099517345428467e-02,-2.736809968948364258e+00,-3.103616647422313690e-02,8.248924612998962402e-01
9.234941601753234863e-01,5.634034872055053711e-01,-1.439935922622680664e+00,-6.390648484230041504e-01,-3.504124581813812256e-01,-3.015737980604171753e-02,1.138739705085754395e+00,-1.041973471641540527e+00,-1.674654006958007812e+00
3.715294003486633301e-01,7.061734329909086227e-03,-1.910800337791442871e-01,1.168788373470306396e-01,-2.585000395774841309e-01,1.243613660335540771e-01,-4.141976535320281982e-01,2.422857522964477539e+00,1.241262078285217285e+00
4.702065885066986084e-01,8.008112907409667969e-01,1.287074834108352661e-01,4.821695685386657715e-01,-1.721972942352294922e+00,1.058090478181838989e-01,1.411944866180419922e+00,5.440277457237243652e-01,-6.201525405049324036e-02
-4.446220993995666504e-01,7.213764190673828125e-01,-8.996767401695251465e-01,9.675500988960266113e-01,-1.489500164985656738e+00,-1.425740588456392288e-02,-5.436014533042907715e-01,1.379137784242630005e-01,-3.906448781490325928e-01
2.937638759613037109e-01,-2.577511370182037354e-01,2.349948167800903320e+00,-5.033758282661437988e-01,-8.606039285659790039e-01,-4.930601641535758972e-02,-6.645584702491760254e-01,-1.710677862167358398e+00,1.274514347314834595e-01
-9.228561073541641235e-02,1.143660694360733032e-01,-4.530711650848388672e+00,1.093605756759643555e+00,5.149416625499725342e-02,5.418300628662109375e-01,-3.050964176654815674e-01,-2.024658203125000000e+00,-9.039475917816162109e-01
3.453266024589538574e-01,1.658272445201873779e-01,-2.098354816436767578e+00,1.780186414718627930e+00,-3.712899088859558105e-01,-1.079901009798049927e-01,-8.924400210380554199e-01,-3.329118490219116211e-01,-1.357798337936401367e+00
3.455781936645507812e-01,2.429725825786590576e-01,-3.226797282695770264e-01,9.042817354202270508e-01,-1.374870657920837402e+00,-7.427822351455688477e-01,-4.750358164310455322e-01,1.282798290252685547e+00,-1.174364805221557617e+00
-3.493022918701171875e-02,4.189800322055816650e-01,8.319894671440124512e-01,-1.378669857978820801e+00,3.544743359088897705e-01,-1.419277906417846680e+00,1.758911013603210449e+00,3.203800320625305176e-02,4.086388349533081055e-01
1.866867020726203918e-02,9.251098334789276123e-02,-1.126834452152252197e-01,5.616787075996398926e-01,1.449808835983276367e+00,-5.442101359367370605e-01,-5.680746212601661682e-02,3.229596853256225586e+00,-6.074757128953933716e-02
8.800427913665771484e-01,7.101592421531677246e-01,-1.837459206581115723e+00,2.138015329837799072e-01,-8.923902511596679688e-01,4.733390510082244873e-01,1.013474822044372559e+00,1.377062797546386719e+00,-1.387583971023559570e+00
5.660435184836387634e-03,-1.762711256742477417e-02,3.436004221439361572e-01,1.846900284290313721e-01,1.883212924003601074e-01,-1.103678252547979355e-02,1.216736063361167908e-01,2.799596309661865234e+00,-1.315542459487915039e+00
